媒体名称,备注,所属表名,所属列名,是否官媒,判断理由,提取的主管单位(隐式)
襄阳日报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
襄阳网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西双版纳报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西双版纳网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西宁市广播电视台,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方广播电视局]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方广播电视局
西宁晚报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西宁网络电视台,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方广播电视局]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方广播电视局
西安广播电视台,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方广播电视局]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方广播电视局
西安新闻网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西安日报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西安网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西江日报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西江网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西海都市报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西藏发布,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,省级政务发布平台（31家）,公众账号-官方微信,是,✅ 特殊豁免: 政务发布平台本体[西藏发布所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,西藏发布所属党政机关
西藏在线网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,其他单位主管主办的报刊网站（8家）,主管主办的报刊网站（8家）,是,✅ 主管单位[中共中央统一战线工作部]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中共中央统一战线工作部
西藏广播电视台,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方广播电视局]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方广播电视局
西藏日报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西藏林芝网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西藏自治区人民政府,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,省级政务发布平台（31家）,应用程序,是,✅ 特殊豁免: 政务发布平台本体[西藏自治区人民政府所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,西藏自治区人民政府所属党政机关
西藏自治区人民政府网站,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,省级政务发布平台（31家）,官方网站,是,✅ 特殊豁免: 政务发布平台本体[西藏自治区人民政府网站所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,西藏自治区人民政府网站所属党政机关
西部决策网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西部战区,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,公众账号-官方微信,是,✅ 特殊豁免: 政务发布平台本体[西部战区所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,西部战区所属党政机关
西部法制传媒网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
西部网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
视界网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
解放日报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻单位（573家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
